ID_Cliente,Tem_Carro,Tem_Casa_Propria,Qtd_Filhos,Rendimento_Anual,Categoria_de_renda,Grau_Escolaridade,Estado_Civil,Moradia,Idade,Tem_telefone_trabalho,Tem_telefone_fixo,Tem_email,Ocupacao,Tamanho_Familia,Anos_empregado,Mau
5088204,0,1,0,153000.0,Pensionista,Ensino medio,Separado,Casa propria,60.0,0,1,0,Outros,1.0,-1.0,0
5088205,0,1,0,153000.0,Pensionista,Ensino medio,Separado,Casa propria,60.0,0,1,0,Outros,1.0,-1.0,0
5088206,0,1,0,153000.0,Pensionista,Ensino medio,Separado,Casa propria,60.0,0,1,0,Outros,1.0,-1.0,0
5088207,0,1,0,153000.0,Pensionista,Ensino medio,Separado,Casa propria,60.0,0,1,0,Outros,1.0,-1.0,0
5088208,0,1,0,153000.0,Pensionista,Ensino medio,Separado,Casa propria,60.0,0,1,0,Outros,1.0,-1.0,0
5088209,0,1,0,153000.0,Pensionista,Ensino medio,Separado,Casa propria,60.0,0,1,0,Outros,1.0,-1.0,0
5088210,0,1,0,153000.0,Pensionista,Ensino medio,Separado,Casa propria,60.0,0,1,0,Outros,1.0,-1.0,0
5088211,0,1,0,153000.0,Pensionista,Ensino medio,Separado,Casa propria,60.0,0,1,0,Outros,1.0,-1.0,0
5088212,0,1,0,153000.0,Pensionista,Ensino medio,Separado,Casa propria,60.0,0,1,0,Outros,1.0,-1.0,0
5088213,0,1,0,153000.0,Pensionista,Ensino medio,Separado,Casa propria,60.0,0,1,0,Outros,1.0,-1.0,0
5088214,0,1,0,153000.0,Pensionista,Ensino medio,Separado,Casa propria,60.0,0,1,0,Outros,1.0,-1.0,0
5088221,1,0,0,112500.0,Empregado,Ensino medio,Solteiro,Casa propria,28.0,0,0,0,Medicina,1.0,8.3,0
5088234,0,1,0,225000.0,Empregado,Ensino medio,Casado,Casa propria,52.0,1,0,0,Construcao Civil,2.0,8.0,0
5088235,0,1,0,225000.0,Empregado,Ensino medio,Casado,Casa propria,52.0,1,0,0,Construcao Civil,2.0,8.0,0
5088236,0,1,0,225000.0,Empregado,Ensino medio,Casado,Casa propria,52.0,1,0,0,Construcao Civil,2.0,8.0,0
5088243,0,0,0,180000.0,Servidor publico,Ensino medio,Casado,Mora com os pais,27.0,0,0,0,Motorista,2.0,4.2,0
5088244,0,0,0,180000.0,Servidor publico,Ensino medio,Casado,Mora com os pais,27.0,0,0,0,Motorista,2.0,4.2,0
5088245,0,0,0,180000.0,Servidor publico,Ensino medio,Casado,Mora com os pais,27.0,0,0,0,Motorista,2.0,4.2,0
5088250,0,1,0,270000.0,Empregado,Ensino medio,Casado,Casa propria,46.0,0,0,0,Outros,2.0,18.3,0
5088251,0,1,0,270000.0,Empregado,Ensino medio,Casado,Casa propria,46.0,0,0,0,Outros,2.0,18.3,0
5088252,0,1,0,270000.0,Empregado,Ensino medio,Casado,Casa propria,46.0,0,0,0,Outros,2.0,18.3,0
5088257,0,1,0,270000.0,Empregado,Ensino medio,Casado,Casa propria,46.0,0,0,0,Outros,2.0,18.3,0
5088260,0,1,0,270000.0,Empregado,Ensino medio,Casado,Casa propria,46.0,0,0,0,Outros,2.0,18.3,0
5088266,0,1,0,270000.0,Empregado,Ensino medio,Casado,Casa propria,46.0,0,0,0,Outros,2.0,18.3,0
5088269,0,1,0,270000.0,Empregado,Ensino medio,Casado,Casa propria,46.0,0,0,0,Outros,2.0,18.3,0
5088273,0,0,0,67500.0,Empregado,Ensino medio,Casado,Casa propria,55.0,1,1,0,Venda,2.0,19.2,0
5088275,0,0,0,67500.0,Empregado,Ensino medio,Casado,Casa propria,55.0,1,1,0,Venda,2.0,19.2,0
5088279,0,0,0,67500.0,Empregado,Ensino medio,Casado,Casa propria,55.0,1,1,0,Venda,2.0,19.2,0
5088296,0,1,0,207000.0,Empregado,Ensino medio,Casado,Casa propria,56.0,0,1,0,Outros,2.0,1.1,0
5088297,0,1,0,207000.0,Empregado,Ensino medio,Casado,Casa propria,56.0,0,1,0,Outros,2.0,1.1,0
5088301,0,1,0,207000.0,Empregado,Ensino medio,Casado,Casa propria,56.0,0,1,0,Outros,2.0,1.1,0
5088379,0,1,1,112500.0,Empregado,Ensino medio,Uniao estavel,Casa propria,38.0,0,0,0,Construcao Civil,3.0,19.1,0
5088392,0,1,0,90000.0,Pensionista,Ensino superior,Casado,Casa propria,61.0,0,1,0,Outros,2.0,-1.0,0
5088415,1,0,0,90000.0,Associado comercial,Ensino medio,Uniao estavel,Casa propria,60.0,1,1,0,Seguranca,2.0,7.0,0
5088433,0,1,0,225000.0,Empregado,Ensino medio,Solteiro,Casa propria,49.0,0,0,0,Equipe principal,1.0,5.0,0
5088434,0,1,0,225000.0,Empregado,Ensino medio,Solteiro,Casa propria,49.0,0,0,0,Equipe principal,1.0,5.0,0
5088435,0,1,0,225000.0,Empregado,Ensino medio,Solteiro,Casa propria,49.0,0,0,0,Equipe principal,1.0,5.0,0
5088436,0,1,0,225000.0,Empregado,Ensino medio,Solteiro,Casa propria,49.0,0,0,0,Equipe principal,1.0,5.0,0
5088437,0,1,0,225000.0,Empregado,Ensino medio,Solteiro,Casa propria,49.0,0,0,0,Equipe principal,1.0,5.0,0
5088439,0,1,0,225000.0,Empregado,Ensino medio,Solteiro,Casa propria,49.0,0,0,0,Equipe principal,1.0,5.0,0
5088470,0,1,0,94500.0,Pensionista,Ensino medio,Casado,Casa propria,61.0,0,0,0,Outros,2.0,-1.0,0
5088472,0,1,0,94500.0,Pensionista,Ensino medio,Casado,Casa propria,61.0,0,0,0,Outros,2.0,-1.0,0
5088473,0,1,0,94500.0,Pensionista,Ensino medio,Casado,Casa propria,61.0,0,0,0,Outros,2.0,-1.0,0
5088474,0,1,0,94500.0,Pensionista,Ensino medio,Casado,Casa propria,61.0,0,0,0,Outros,2.0,-1.0,0
5088475,0,1,0,94500.0,Pensionista,Ensino medio,Casado,Casa propria,61.0,0,0,0,Outros,2.0,-1.0,0
5088478,0,1,0,94500.0,Pensionista,Ensino medio,Casado,Casa propria,61.0,0,0,0,Outros,2.0,-1.0,0
5088479,0,1,0,94500.0,Pensionista,Ensino medio,Casado,Casa propria,61.0,0,0,0,Outros,2.0,-1.0,0
5088481,0,1,0,67500.0,Pensionista,Ensino medio,Solteiro,Casa propria,51.0,0,0,0,Outros,1.0,-1.0,0
5088482,0,1,0,67500.0,Pensionista,Ensino medio,Solteiro,Casa propria,51.0,0,0,0,Outros,1.0,-1.0,0
5088484,0,1,0,67500.0,Pensionista,Ensino medio,Solteiro,Casa propria,51.0,0,0,0,Outros,1.0,-1.0,0
5088489,1,0,1,180000.0,Associado comercial,Ensino medio,Casado,Casa propria,40.0,0,0,1,Construcao Civil,3.0,2.3,0
5088501,1,1,0,72000.0,Empregado,Ensino superior,Casado,Casa propria,60.0,0,0,0,Seguranca,2.0,1.7,0
5088502,1,1,0,72000.0,Empregado,Ensino superior,Casado,Casa propria,60.0,0,0,0,Seguranca,2.0,1.7,0
5088503,1,1,0,72000.0,Empregado,Ensino superior,Casado,Casa propria,60.0,0,0,0,Seguranca,2.0,1.7,0
5088534,0,1,0,58500.0,Pensionista,Ensino medio,Casado,Casa propria,66.0,0,0,0,Outros,2.0,-1.0,0
5088535,0,1,0,58500.0,Pensionista,Ensino medio,Casado,Casa propria,66.0,0,0,0,Outros,2.0,-1.0,0
5088537,0,1,0,58500.0,Pensionista,Ensino medio,Casado,Casa propria,66.0,0,0,0,Outros,2.0,-1.0,0
5088551,0,1,0,90000.0,Associado comercial,Ensino superior,Separado,Casa propria,50.0,0,0,0,Equipe principal,1.0,24.1,0
5088552,0,1,0,90000.0,Associado comercial,Ensino superior,Separado,Casa propria,50.0,0,0,0,Equipe principal,1.0,24.1,0
5088553,0,1,0,90000.0,Associado comercial,Ensino superior,Separado,Casa propria,50.0,0,0,0,Equipe principal,1.0,24.1,0
5088554,0,1,0,90000.0,Associado comercial,Ensino superior,Separado,Casa propria,50.0,0,0,0,Equipe principal,1.0,24.1,0
5088555,0,1,0,90000.0,Associado comercial,Ensino superior,Separado,Casa propria,50.0,0,0,0,Equipe principal,1.0,24.1,0
5088557,0,1,0,90000.0,Associado comercial,Ensino superior,Separado,Casa propria,50.0,0,0,0,Equipe principal,1.0,24.1,0
5088563,0,1,0,63000.0,Servidor publico,Ensino medio,Uniao estavel,Casa propria,54.0,0,0,0,Cozinha,2.0,20.5,0
5088564,0,1,0,63000.0,Servidor publico,Ensino medio,Uniao estavel,Casa propria,54.0,0,0,0,Cozinha,2.0,20.5,0
5088565,0,1,0,63000.0,Servidor publico,Ensino medio,Uniao estavel,Casa propria,54.0,0,0,0,Cozinha,2.0,20.5,0
5088566,0,1,0,63000.0,Servidor publico,Ensino medio,Uniao estavel,Casa propria,54.0,0,0,0,Cozinha,2.0,20.5,0
5088569,0,1,0,63000.0,Servidor publico,Ensino medio,Uniao estavel,Casa propria,54.0,0,0,0,Cozinha,2.0,20.5,0
5088571,0,1,0,112500.0,Pensionista,Ensino medio,Casado,Casa propria,60.0,0,0,0,Outros,2.0,-1.0,0
5088626,1,1,0,256500.0,Associado comercial,Ensino superior,Casado,Casa propria,47.0,0,0,0,Gerencia,2.0,11.7,0
5088683,1,1,0,184500.0,Associado comercial,Ensino medio,Casado,Mora com os pais,54.0,0,0,0,Seguranca,2.0,1.4,0
5088684,1,1,0,184500.0,Associado comercial,Ensino medio,Casado,Mora com os pais,54.0,0,0,0,Seguranca,2.0,1.4,0
5088733,0,1,0,112500.0,Empregado,Ensino medio,Casado,Casa propria,51.0,0,0,0,Construcao Civil,2.0,12.7,0
5088734,0,1,0,112500.0,Empregado,Ensino medio,Casado,Casa propria,51.0,0,0,0,Construcao Civil,2.0,12.7,0
5088816,0,1,0,126000.0,Empregado,Ensino medio,Solteiro,Mora com os pais,31.0,0,1,0,Equipe principal,1.0,0.4,0
5088819,0,1,0,202500.0,Pensionista,Ensino medio,Separado,Casa propria,62.0,0,1,0,Outros,1.0,-1.0,0
5088820,0,1,0,202500.0,Pensionista,Ensino medio,Separado,Casa propria,62.0,0,1,0,Outros,1.0,-1.0,0
5088821,0,1,0,45000.0,Empregado,Ensino medio,Casado,Casa propria,55.0,0,0,0,Medicina,2.0,17.3,0
5088826,1,1,0,292500.0,Associado comercial,Ensino superior,Casado,Casa propria,32.0,0,1,0,Alta tecnologia,2.0,2.1,0
5088828,1,1,0,292500.0,Associado comercial,Ensino superior,Casado,Casa propria,32.0,0,1,0,Alta tecnologia,2.0,2.1,0
5088843,0,1,0,171000.0,Empregado,Ensino superior,Solteiro,Casa propria,28.0,0,0,0,Construcao Civil,1.0,5.7,0
5088844,0,1,0,171000.0,Empregado,Ensino superior,Solteiro,Casa propria,28.0,0,0,0,Construcao Civil,1.0,5.7,0
5088845,0,1,0,171000.0,Empregado,Ensino superior,Solteiro,Casa propria,28.0,0,0,0,Construcao Civil,1.0,5.7,0
5088848,0,1,0,171000.0,Empregado,Ensino superior,Solteiro,Casa propria,28.0,0,0,0,Construcao Civil,1.0,5.7,0
5088850,1,1,0,112500.0,Empregado,Ensino superior,Casado,Casa propria,31.0,0,0,1,Contabilidade,2.0,6.3,0
5088851,1,1,0,112500.0,Empregado,Ensino superior,Casado,Casa propria,31.0,0,0,1,Contabilidade,2.0,6.3,0
5088852,1,1,0,112500.0,Empregado,Ensino superior,Casado,Casa propria,31.0,0,0,1,Contabilidade,2.0,6.3,0
5088856,1,1,0,112500.0,Empregado,Ensino superior,Casado,Casa propria,31.0,0,0,1,Contabilidade,2.0,6.3,0
5090847,1,1,0,112500.0,Empregado,Ensino superior,Casado,Casa propria,31.0,0,0,1,Contabilidade,2.0,6.3,0
5088857,1,1,2,180000.0,Associado comercial,Ensino superior,Casado,Casa propria,33.0,1,0,0,Gerencia,4.0,3.4,0
5088858,1,1,2,180000.0,Associado comercial,Ensino superior,Casado,Casa propria,33.0,1,0,0,Gerencia,4.0,3.4,0
5088859,1,1,2,180000.0,Associado comercial,Ensino superior,Casado,Casa propria,33.0,1,0,0,Gerencia,4.0,3.4,0
5088860,1,1,0,270000.0,Empregado,Ensino superior,Casado,Casa propria,57.0,0,0,1,Equipe principal,2.0,17.7,0
5088861,1,1,0,270000.0,Empregado,Ensino superior,Casado,Casa propria,57.0,0,0,1,Equipe principal,2.0,17.7,0
5088862,1,1,0,270000.0,Empregado,Ensino superior,Casado,Casa propria,57.0,0,0,1,Equipe principal,2.0,17.7,0
5088863,1,1,0,270000.0,Empregado,Ensino superior,Casado,Casa propria,57.0,0,0,1,Equipe principal,2.0,17.7,0
5088865,1,1,0,270000.0,Empregado,Ensino superior,Casado,Casa propria,57.0,0,0,1,Equipe principal,2.0,17.7,0
5088866,1,1,0,270000.0,Empregado,Ensino superior,Casado,Casa propria,57.0,0,0,1,Equipe principal,2.0,17.7,0
5088868,1,1,0,270000.0,Empregado,Ensino superior,Casado,Casa propria,57.0,0,0,1,Equipe principal,2.0,17.7,0
5090849,1,1,0,270000.0,Empregado,Ensino superior,Casado,Casa propria,57.0,0,0,1,Equipe principal,2.0,17.7,0
5090851,1,1,0,270000.0,Empregado,Ensino superior,Casado,Casa propria,57.0,0,0,1,Equipe principal,2.0,17.7,0
5088871,0,1,0,166500.0,Empregado,Ensino medio,Solteiro,Mora com os pais,26.0,0,0,1,Venda,1.0,1.7,0
5088873,1,1,0,292500.0,Associado comercial,Ensino medio,Casado,Casa propria,42.0,0,0,1,Construcao Civil,2.0,8.8,0
5088875,1,1,0,292500.0,Associado comercial,Ensino medio,Casado,Casa propria,42.0,0,0,1,Construcao Civil,2.0,8.8,0
5088876,1,1,0,292500.0,Associado comercial,Ensino medio,Casado,Casa propria,42.0,0,0,1,Construcao Civil,2.0,8.8,0
5088877,1,1,0,292500.0,Associado comercial,Ensino medio,Casado,Casa propria,42.0,0,0,1,Construcao Civil,2.0,8.8,0
5088878,1,1,0,292500.0,Associado comercial,Ensino medio,Casado,Casa propria,42.0,0,0,1,Construcao Civil,2.0,8.8,0
5088879,1,1,0,292500.0,Associado comercial,Ensino medio,Casado,Casa propria,42.0,0,0,1,Construcao Civil,2.0,8.8,0
5088880,1,1,0,292500.0,Associado comercial,Ensino medio,Casado,Casa propria,42.0,0,0,1,Construcao Civil,2.0,8.8,0
5088881,1,1,0,292500.0,Associado comercial,Ensino medio,Casado,Casa propria,42.0,0,0,1,Construcao Civil,2.0,8.8,0
5088882,1,1,0,292500.0,Associado comercial,Ensino medio,Casado,Casa propria,42.0,0,0,1,Construcao Civil,2.0,8.8,0
5088884,0,1,0,171000.0,Empregado,Ensino medio,Solteiro,Alugado,46.0,0,0,0,Construcao Civil,1.0,1.8,0
5088886,0,1,0,171000.0,Empregado,Ensino medio,Solteiro,Alugado,46.0,0,0,0,Construcao Civil,1.0,1.8,0
5088887,0,1,0,171000.0,Empregado,Ensino medio,Solteiro,Alugado,46.0,0,0,0,Construcao Civil,1.0,1.8,0
5088888,0,1,0,171000.0,Empregado,Ensino medio,Solteiro,Alugado,46.0,0,0,0,Construcao Civil,1.0,1.8,0
5088890,0,1,0,171000.0,Empregado,Ensino medio,Solteiro,Alugado,46.0,0,0,0,Construcao Civil,1.0,1.8,0
5088891,0,1,0,171000.0,Empregado,Ensino medio,Solteiro,Alugado,46.0,0,0,0,Construcao Civil,1.0,1.8,0
5088892,0,1,0,171000.0,Empregado,Ensino medio,Solteiro,Alugado,46.0,0,0,0,Construcao Civil,1.0,1.8,0
5088894,0,1,1,117000.0,Empregado,Ensino superior,Casado,Casa propria,52.0,1,0,0,Limpeza,3.0,1.5,0
5088896,0,1,1,117000.0,Empregado,Ensino superior,Casado,Casa propria,52.0,1,0,0,Limpeza,3.0,1.5,0
5088897,0,1,1,117000.0,Empregado,Ensino superior,Casado,Casa propria,52.0,1,0,0,Limpeza,3.0,1.5,0
5088898,0,1,1,117000.0,Empregado,Ensino superior,Casado,Casa propria,52.0,1,0,0,Limpeza,3.0,1.5,0
5088904,0,1,1,117000.0,Empregado,Ensino superior,Casado,Casa propria,52.0,1,0,0,Limpeza,3.0,1.5,0
5088905,0,1,1,117000.0,Empregado,Ensino superior,Casado,Casa propria,52.0,1,0,0,Limpeza,3.0,1.5,0
5088907,0,1,1,117000.0,Empregado,Ensino superior,Casado,Casa propria,52.0,1,0,0,Limpeza,3.0,1.5,0
5090927,0,1,1,117000.0,Empregado,Ensino superior,Casado,Casa propria,52.0,1,0,0,Limpeza,3.0,1.5,0
5088914,0,1,1,157500.0,Empregado,Ensino medio,Casado,Casa propria,35.0,0,0,0,Construcao Civil,3.0,15.7,0
5088916,0,1,1,157500.0,Empregado,Ensino medio,Casado,Casa propria,35.0,0,0,0,Construcao Civil,3.0,15.7,0
5088917,0,1,1,157500.0,Empregado,Ensino medio,Casado,Casa propria,35.0,0,0,0,Construcao Civil,3.0,15.7,0
5088919,0,1,1,157500.0,Empregado,Ensino medio,Casado,Casa propria,35.0,0,0,0,Construcao Civil,3.0,15.7,0
5088929,1,1,0,360000.0,Empregado,Ensino superior,Uniao estavel,Casa propria,31.0,0,0,0,Outros,2.0,5.5,0
5088931,1,1,0,360000.0,Empregado,Ensino superior,Uniao estavel,Casa propria,31.0,0,0,0,Outros,2.0,5.5,0
5088935,0,1,1,292500.0,Associado comercial,Ensino medio,Uniao estavel,Casa propria,49.0,0,1,0,Servico privado,3.0,24.8,0
5088938,0,1,0,112500.0,Pensionista,Ensino medio,Viuvo,Casa propria,63.0,0,0,0,Outros,1.0,-1.0,0
5088939,0,1,0,112500.0,Pensionista,Ensino medio,Viuvo,Casa propria,63.0,0,0,0,Outros,1.0,-1.0,0
5088943,0,1,0,360000.0,Pensionista,Ensino superior,Casado,Casa propria,62.0,0,0,0,Outros,2.0,-1.0,0
5090743,0,1,0,360000.0,Pensionista,Ensino superior,Casado,Casa propria,62.0,0,0,0,Outros,2.0,-1.0,0
5088944,0,0,0,360000.0,Associado comercial,Ensino medio,Casado,Casa propria,51.0,0,0,0,Gerencia,2.0,4.9,0
5088945,0,0,0,360000.0,Associado comercial,Ensino medio,Casado,Casa propria,51.0,0,0,0,Gerencia,2.0,4.9,0
5088946,0,0,0,360000.0,Associado comercial,Ensino medio,Casado,Casa propria,51.0,0,0,0,Gerencia,2.0,4.9,0
5088947,0,0,0,360000.0,Associado comercial,Ensino medio,Casado,Casa propria,51.0,0,0,0,Gerencia,2.0,4.9,0
5088949,0,0,0,360000.0,Associado comercial,Ensino medio,Casado,Casa propria,51.0,0,0,0,Gerencia,2.0,4.9,0
5088952,0,0,0,360000.0,Associado comercial,Ensino medio,Casado,Casa propria,51.0,0,0,0,Gerencia,2.0,4.9,0
5088953,0,0,0,360000.0,Associado comercial,Ensino medio,Casado,Casa propria,51.0,0,0,0,Gerencia,2.0,4.9,0
5088954,0,0,0,360000.0,Associado comercial,Ensino medio,Casado,Casa propria,51.0,0,0,0,Gerencia,2.0,4.9,0
5088955,0,0,0,360000.0,Associado comercial,Ensino medio,Casado,Casa propria,51.0,0,0,0,Gerencia,2.0,4.9,0
5090769,0,0,0,360000.0,Associado comercial,Ensino medio,Casado,Casa propria,51.0,0,0,0,Gerencia,2.0,4.9,0
5088959,1,0,0,157500.0,Empregado,Ensino superior,Separado,Casa propria,29.0,1,1,0,Contabilidade,1.0,5.8,0
5088960,1,0,0,157500.0,Empregado,Ensino superior,Separado,Casa propria,29.0,1,1,0,Contabilidade,1.0,5.8,0
5088961,1,0,0,157500.0,Empregado,Ensino superior,Separado,Casa propria,29.0,1,1,0,Contabilidade,1.0,5.8,0
5088962,1,0,1,67500.0,Empregado,Ensino superior,Casado,Casa propria,32.0,1,1,0,Venda,3.0,3.3,0
5088964,1,0,1,67500.0,Empregado,Ensino superior,Casado,Casa propria,32.0,1,1,0,Venda,3.0,3.3,0
5088965,0,0,0,90000.0,Empregado,Ensino medio,Uniao estavel,Casa propria,49.0,0,0,0,Baixa qualificacao,2.0,9.4,1
5088966,0,0,0,135000.0,Empregado,Ensino medio,Casado,Habitacao publica,57.0,0,1,0,Venda,2.0,15.2,0
5088967,0,0,0,135000.0,Empregado,Ensino medio,Casado,Habitacao publica,57.0,0,1,0,Venda,2.0,15.2,0
5088968,1,0,0,31500.0,Associado comercial,Ensino medio,Casado,Casa propria,49.0,1,1,0,Limpeza,2.0,21.2,0
5088969,1,0,0,31500.0,Associado comercial,Ensino medio,Casado,Casa propria,49.0,1,1,0,Limpeza,2.0,21.2,0
5088971,1,0,0,31500.0,Associado comercial,Ensino medio,Casado,Casa propria,49.0,1,1,0,Limpeza,2.0,21.2,0
5088974,1,0,0,31500.0,Associado comercial,Ensino medio,Casado,Casa propria,49.0,1,1,0,Limpeza,2.0,21.2,0
5088976,1,0,0,31500.0,Associado comercial,Ensino medio,Casado,Casa propria,49.0,1,1,0,Limpeza,2.0,21.2,0
5088985,1,0,1,202500.0,Associado comercial,Ensino superior,Uniao estavel,Casa propria,35.0,0,1,0,Gerencia,3.0,7.6,0
5088987,0,0,2,171000.0,Empregado,Ensino medio,Casado,Casa propria,40.0,1,1,0,Equipe principal,4.0,3.2,0
5088989,0,0,2,171000.0,Empregado,Ensino medio,Casado,Casa propria,40.0,1,1,0,Equipe principal,4.0,3.2,0
5088990,0,0,2,171000.0,Empregado,Ensino medio,Casado,Casa propria,40.0,1,1,0,Equipe principal,4.0,3.2,0
5088991,0,0,2,171000.0,Empregado,Ensino medio,Casado,Casa propria,40.0,1,1,0,Equipe principal,4.0,3.2,0
5088992,0,0,2,171000.0,Empregado,Ensino medio,Casado,Casa propria,40.0,1,1,0,Equipe principal,4.0,3.2,0
5088996,0,0,2,171000.0,Empregado,Ensino medio,Casado,Casa propria,40.0,1,1,0,Equipe principal,4.0,3.2,0
5088998,0,0,2,171000.0,Empregado,Ensino medio,Casado,Casa propria,40.0,1,1,0,Equipe principal,4.0,3.2,0
5088999,0,0,2,171000.0,Empregado,Ensino medio,Casado,Casa propria,40.0,1,1,0,Equipe principal,4.0,3.2,0
5089000,0,0,2,171000.0,Empregado,Ensino medio,Casado,Casa propria,40.0,1,1,0,Equipe principal,4.0,3.2,0
5089001,0,0,2,171000.0,Empregado,Ensino medio,Casado,Casa propria,40.0,1,1,0,Equipe principal,4.0,3.2,0
5090882,0,0,2,171000.0,Empregado,Ensino medio,Casado,Casa propria,40.0,1,1,0,Equipe principal,4.0,3.2,0
5089003,1,0,0,99000.0,Empregado,Ensino medio,Casado,Casa propria,54.0,0,1,0,Outros,2.0,7.6,0
5089004,1,0,0,99000.0,Empregado,Ensino medio,Casado,Casa propria,54.0,0,1,0,Outros,2.0,7.6,0
5089005,1,0,0,99000.0,Empregado,Ensino medio,Casado,Casa propria,54.0,0,1,0,Outros,2.0,7.6,0
5089007,1,0,0,99000.0,Empregado,Ensino medio,Casado,Casa propria,54.0,0,1,0,Outros,2.0,7.6,0
5089012,0,0,1,202500.0,Associado comercial,Ensino superior,Separado,Casa propria,43.0,1,1,0,Outros,2.0,21.8,0
5089013,0,0,1,202500.0,Associado comercial,Ensino superior,Separado,Casa propria,43.0,1,1,0,Outros,2.0,21.8,0
5089018,0,0,0,135000.0,Empregado,Ensino medio,Casado,Casa propria,44.0,1,0,0,Construcao Civil,2.0,15.3,0
5089022,1,0,0,382500.0,Servidor publico,Ensino superior,Casado,Apartamento comercial,33.0,0,0,0,Outros,2.0,11.4,0
5090884,1,0,0,382500.0,Servidor publico,Ensino superior,Casado,Apartamento comercial,33.0,0,0,0,Outros,2.0,11.4,0
5089027,0,0,0,171000.0,Empregado,Ensino medio,Casado,Casa propria,48.0,0,0,0,Construcao Civil,2.0,4.5,0
5089030,0,0,0,171000.0,Empregado,Ensino medio,Casado,Casa propria,48.0,0,0,0,Construcao Civil,2.0,4.5,0
5089038,0,0,0,117000.0,Pensionista,Ensino medio,Solteiro,Casa propria,60.0,0,1,0,Outros,1.0,-1.0,0
5090896,0,0,0,117000.0,Pensionista,Ensino medio,Solteiro,Casa propria,60.0,0,1,0,Outros,1.0,-1.0,0
5089040,1,0,0,225000.0,Empregado,Ensino medio,Viuvo,Casa propria,34.0,1,0,0,Construcao Civil,1.0,1.7,0
5089043,1,0,0,225000.0,Empregado,Ensino medio,Viuvo,Casa propria,34.0,1,0,0,Construcao Civil,1.0,1.7,0
5089044,1,0,0,225000.0,Empregado,Ensino medio,Viuvo,Casa propria,34.0,1,0,0,Construcao Civil,1.0,1.7,0
5089049,0,0,0,225000.0,Empregado,Ensino superior,Casado,Casa propria,36.0,1,1,0,Venda,2.0,8.6,0
5089052,0,0,0,225000.0,Empregado,Ensino superior,Casado,Casa propria,36.0,1,1,0,Venda,2.0,8.6,0
5089053,0,0,0,225000.0,Empregado,Ensino superior,Casado,Casa propria,36.0,1,1,0,Venda,2.0,8.6,0
5090897,0,0,0,225000.0,Empregado,Ensino superior,Casado,Casa propria,36.0,1,1,0,Venda,2.0,8.6,0
5089054,1,0,0,157500.0,Servidor publico,Ensino medio,Casado,Casa propria,47.0,0,1,0,Outros,2.0,8.0,0
5089055,1,0,0,157500.0,Servidor publico,Ensino medio,Casado,Casa propria,47.0,0,1,0,Outros,2.0,8.0,0
5089056,1,0,0,157500.0,Servidor publico,Ensino medio,Casado,Casa propria,47.0,0,1,0,Outros,2.0,8.0,0
5089057,1,0,0,157500.0,Servidor publico,Ensino medio,Casado,Casa propria,47.0,0,1,0,Outros,2.0,8.0,0
5089058,1,0,0,157500.0,Servidor publico,Ensino medio,Casado,Casa propria,47.0,0,1,0,Outros,2.0,8.0,0
5089059,1,0,0,157500.0,Servidor publico,Ensino medio,Casado,Casa propria,47.0,0,1,0,Outros,2.0,8.0,0
5089061,1,0,0,157500.0,Servidor publico,Ensino medio,Casado,Casa propria,47.0,0,1,0,Outros,2.0,8.0,0
5089063,1,0,0,225000.0,Empregado,Ensino medio,Solteiro,Casa propria,37.0,1,1,0,Contabilidade,1.0,10.8,0
5089064,1,0,0,225000.0,Empregado,Ensino medio,Solteiro,Casa propria,37.0,1,1,0,Contabilidade,1.0,10.8,0
5089066,0,0,3,180000.0,Empregado,Ensino medio,Casado,Casa propria,39.0,0,0,0,Construcao Civil,5.0,9.7,0
5089067,0,0,3,180000.0,Empregado,Ensino medio,Casado,Casa propria,39.0,0,0,0,Construcao Civil,5.0,9.7,0
5089068,0,0,3,180000.0,Empregado,Ensino medio,Casado,Casa propria,39.0,0,0,0,Construcao Civil,5.0,9.7,0
5089069,0,0,3,180000.0,Empregado,Ensino medio,Casado,Casa propria,39.0,0,0,0,Construcao Civil,5.0,9.7,0
5089070,0,0,3,180000.0,Empregado,Ensino medio,Casado,Casa propria,39.0,0,0,0,Construcao Civil,5.0,9.7,0
5089072,1,0,2,121500.0,Associado comercial,Ensino medio,Casado,Casa propria,30.0,1,0,0,Construcao Civil,4.0,7.3,0
5089074,1,0,2,121500.0,Associado comercial,Ensino medio,Casado,Casa propria,30.0,1,0,0,Construcao Civil,4.0,7.3,0
5089075,1,0,2,121500.0,Associado comercial,Ensino medio,Casado,Casa propria,30.0,1,0,0,Construcao Civil,4.0,7.3,0
5089076,1,0,2,121500.0,Associado comercial,Ensino medio,Casado,Casa propria,30.0,1,0,0,Construcao Civil,4.0,7.3,0
5090898,1,0,2,121500.0,Associado comercial,Ensino medio,Casado,Casa propria,30.0,1,0,0,Construcao Civil,4.0,7.3,0
5089077,0,0,0,135000.0,Associado comercial,Ensino medio,Viuvo,Casa propria,51.0,0,1,0,Cozinha,1.0,6.9,0
5089078,0,0,0,135000.0,Associado comercial,Ensino medio,Viuvo,Casa propria,51.0,0,1,0,Cozinha,1.0,6.9,0
5089079,0,0,0,135000.0,Associado comercial,Ensino medio,Viuvo,Casa propria,51.0,0,1,0,Cozinha,1.0,6.9,0
